"minute_ts","concurrent_sessions"
1784933280,1
1784933340,1
1784933400,1
1784933460,1
1784933520,1
1784933580,1
1784933640,1
1784933700,1
1784933760,1
1784933820,1
1784933880,1
1784933940,1
1784934000,1
1784934060,1
1784934120,1
1784934180,1
1784934240,1
1784934300,1
1784934360,1
1784934420,1
1784934480,1
1784934540,1
1784934600,1
1784934660,1
1784934720,1
1784934780,1
1784934840,1
1784934900,1
1784934960,1
1784935020,1
1784935080,1
1784935140,1
1784935200,1
1784935260,1
1784935320,1
1784935380,1
1784935440,1
1784935500,1
1784935560,1
1784935620,1
1784935680,1
1784935740,1
1784935800,1
1784935860,1
1784935920,1
1784935980,1
1784936040,1
1784936100,1
1784936160,1
1784936220,1
1784936280,1
1784936340,1
1784936400,1
1784936460,1
1784936520,1
1784936580,1
1784936640,1
1784936700,1
1784936760,1
1784936820,1
1784936880,1
1784936940,1
1784937000,1
1784937060,1
1784937120,1
1784937180,1
1784937240,1
1784937300,1
1784937360,1
1784937420,1
1784937480,1
1784937540,1
1784937600,1
1784937660,1
1784937720,1
1784937780,1
1784937840,1
1784937900,1
1784937960,1
1784938020,1
1784938080,1
1784938140,1
1784938200,1
1784938260,1
1784938320,1
1784938380,1
1784938440,1
1784938500,1
1784938560,1
1784938620,1
1784938680,1
1784938740,1
1784938800,1
1784938860,1
1784938920,1
1784938980,1
1784939040,1
1784939100,1
1784939160,1
1784939220,1
1784939280,1
1784939340,1
1784939400,1
1784939460,1
1784939520,1
1784939580,1
1784939640,1
1784939700,1
1784939760,1
1784939820,1
1784939880,1
1784939940,1
1784940000,1
1784942640,1
1784942700,1
1784942760,1
1784942820,1
1784942880,1
1784942940,1
1784943000,1
1784943060,1
1784943120,1
1784943840,1
1784943900,1
1784943960,1
1784944020,1
1784944080,1
1784944140,1
1784944200,1
1784944260,1
1784944320,3
1784944380,3
1784944440,3
1784944500,3
1784944560,3
1784944620,1
1784944680,1
1784944740,1
1784944800,1
1784944860,1
1784944920,2
1784944980,2
1784945040,2
1784945100,2
1784945160,2
1784945220,2
1784945280,2
1784945340,2
1784945400,2
1784945460,2
1784945520,1
1784945580,2
1784945640,2
1784945700,2
1784945760,2
1784945820,2
1784945880,2
1784945940,1
1784946000,1
1784946060,1
1784946120,1
1784946180,1
1784946240,1
1784946300,1
1784947320,1
1784947380,1
1784947440,1
1784947560,1
1784947620,1
1784947680,1
1784947740,1
1784947800,1
1784947860,1
1784947920,1
1784947980,1
1784950620,1
1784950680,1
1784950740,1
1784950800,1
1784950860,1
1784950920,2
1784950980,2
1784951040,2
1784951100,2
1784951160,2
1784951220,3
1784951280,3
1784951340,3
1784951400,3
1784951460,2
1784951520,3
1784951580,3
1784951640,3
1784951700,3
1784951760,2
1784951820,2
1784951880,2
1784951940,1
1784952000,1
1784952060,2
1784952120,2
1784952180,2
1784952240,2
1784952300,2
1784952360,2
1784952420,2
1784952480,2
1784952540,1
1784952600,1
1784952660,1
1784952720,1
1784952780,1
1784952840,1
1784952900,2
1784952960,2
1784953020,2
1784953140,2
1784953200,1
1784953260,1
1784953320,1
1784953380,1
1784953440,1
1784953500,1
1784953560,2
1784953620,2
1784953680,1
1784953740,1
1784953800,1
1784953860,1
1784953920,1
1784953980,1
1784954040,1
1784954100,1
1784954160,1
1784954220,1
1784954280,1
1784954340,2
1784954400,2
1784954460,3
1784954520,3
1784954580,3
1784954640,2
1784954700,2
1784954760,1
1784954820,1
1784954880,1
1784954940,1
1784955000,1
1784955180,1
1784955240,2
1784955300,2
1784955360,2
1784955420,2
1784955480,2
1784955540,2
1784955600,2
1784955660,2
1784955720,2
1784955780,2
1784955840,2
1784955900,2
1784955960,2
1784956020,3
1784956080,3
1784956140,3
1784956200,2
1784956260,2
1784956320,2
1784956380,3
1784956440,1
1784956500,2
1784956560,2
1784956620,1
1784956680,1
1784956740,1
1784956800,1
1784956860,1
1784956920,1
1784956980,1
1784957040,1
1784957100,1
1784957880,1
1784957940,1
1784958000,1
1784958060,1
1784958120,1
1784958180,1
1784958240,1
1784958300,1
1784958420,1
1784958480,1
1784958540,1
1784958600,1
1784958660,1
1784958900,1
1784958960,1
1784959020,1
1784959080,1
1784959140,1
1784959200,1
1784959260,1
1784959320,1
1784959380,1
1784959440,2
1784959500,3
1784959560,3
1784959620,3
1784959680,4
1784959740,3
1784959800,4
1784959860,4
1784959920,4
1784959980,5
1784960040,4
1784960100,5
1784960160,4
1784960220,3
1784960280,3
1784960340,1
1784960400,1
1784960460,2
1784960520,2
1784960580,2
1784960640,4
1784960700,4
1784960760,4
1784960820,4
1784960880,4
1784960940,3
1784961000,3
1784961060,2
1784961120,2
1784961180,2
1784961240,2
1784961300,3
1784961360,3
1784961420,3
1784961480,3
1784961540,2
1784961600,2
1784961660,2
1784961720,2
1784961780,3
1784961840,1
1784961900,1
1784961960,1
1784962020,2
1784962080,2
1784962140,2
1784962200,2
1784962260,2
1784962320,2
1784962380,4
1784962440,5
1784962500,4
1784962560,4
1784962620,5
1784962680,5
1784962740,5
1784962800,5
1784962860,5
1784962920,5
1784962980,5
1784963040,4
1784963100,5
1784963160,4
1784963220,5
1784963280,5
1784963340,5
1784963400,5
1784963460,6
1784963520,5
1784963580,4
1784963640,4
1784963700,6
1784963760,5
1784963820,5
1784963880,4
1784963940,4
1784964000,4
1784964060,4
1784964120,4
1784964180,4
1784964240,4
1784964300,3
1784964360,3
1784964420,4
1784964480,4
1784964540,3
1784964600,3
1784964660,2
1784964720,2
1784964780,2
1784964840,3
1784964900,3
1784964960,3
1784965020,3
1784965080,3
1784965140,3
1784965200,2
1784965260,2
1784965320,3
1784965380,4
1784965440,4
1784965500,4
1784965560,3
1784965620,3
1784965680,4
1784965740,5
1784965800,4
1784965860,4
1784965920,4
1784965980,4
1784966040,3
1784966100,4
1784966160,6
1784966220,8
1784966280,8
1784966340,8
1784966400,8
1784966460,8
1784966520,7
1784966580,7
1784966640,7
1784966700,7
1784966760,8
1784966820,8
1784966880,8
1784966940,6
1784967000,7
1784967060,7
1784967120,6
1784967180,6
1784967240,7
1784967300,5
1784967360,6
1784967420,5
1784967480,5
1784967540,5
1784967600,5
1784967660,5
1784967720,5
1784967780,5
1784967840,4
1784967900,5
1784967960,5
1784968020,5
1784968080,5
1784968140,5
1784968200,5
1784968260,5
1784968320,6
1784968380,6
1784968440,6
1784968500,6
1784968560,5
1784968620,6
1784968680,5
1784968740,5
1784968800,4
1784968860,4
1784968920,4
1784968980,4
1784969040,5
1784969100,6
1784969160,7
1784969220,6
1784969280,6
1784969340,7
1784969400,7
1784969460,7
1784969520,6
1784969580,6
1784969640,6
1784969700,5
1784969760,5
1784969820,5
1784969880,5
1784969940,5
1784970000,5
1784970060,5
1784970120,4
1784970180,5
1784970240,6
1784970300,5
1784970360,5
1784970420,6
1784970480,5
1784970540,5
1784970600,5
1784970660,4
1784970720,3
1784970780,3
1784970840,2
1784970900,2
1784970960,2
1784971020,2
1784971080,1
1784971140,1
1784971200,1
1784971260,1
1784971320,1
1784971380,1
1784971440,1
1784971500,1
1784971560,1
1784971620,1
1784971680,2
1784971740,2
1784971800,3
1784971860,2
1784971920,2
1784971980,2
1784972040,2
1784972100,2
1784972160,2
1784972220,2
1784972280,2
1784972340,2
1784972400,2
1784972460,2
1784972520,2
1784972580,2
1784972640,4
1784972700,4
1784972760,4
1784972820,4
1784972880,4
1784972940,4
1784973000,5
1784973060,5
1784973120,5
1784973180,5
1784973240,4
1784973300,3
1784973360,3
1784973420,3
1784973480,3
1784973540,3
1784973600,4
1784973660,4
1784973720,5
1784973780,5
1784973840,5
1784973900,5
1784973960,6
1784974020,6
1784974080,5
1784974140,5
1784974200,5
1784974260,6
1784974320,4
1784974380,5
1784974440,4
1784974500,4
1784974560,4
1784974620,4
1784974680,4
1784974740,4
1784974800,4
1784974860,4
1784974920,3
1784974980,3
1784975040,3
1784975100,4
1784975160,2
1784975220,2
1784975280,3
1784975340,4
1784975400,4
1784975460,5
1784975520,5
1784975580,5
1784975640,5
1784975700,6
1784975760,5
1784975820,5
1784975880,5
1784975940,5
1784976000,4
1784976060,4
1784976120,6
1784976180,4
1784976240,4
1784976300,5
1784976360,5
1784976420,5
1784976480,4
1784976540,4
1784976600,4
1784976660,4
1784976720,4
1784976780,5
1784976840,5
1784976900,5
1784976960,4
1784977020,4
1784977080,4
1784977140,4
1784977200,3
1784977260,3
1784977320,3
1784977380,3
1784977440,3
1784977500,2
1784977560,2
1784977620,3
1784977680,2
1784977740,2
1784977800,2
1784977860,2
1784977920,3
1784977980,2
1784978040,2
1784978100,2
1784978160,2
1784978220,2
1784978280,3
1784978340,5
1784978400,5
1784978460,4
1784978520,5
1784978580,5
1784978640,5
1784978700,5
1784978760,5
1784978820,7
1784978880,7
1784978940,7
1784979000,6
1784979060,6
1784979120,5
1784979180,5
1784979240,3
1784979300,3
1784979360,4
1784979420,5
1784979480,5
1784979540,5
1784979600,4
1784979660,4
1784979720,4
1784979780,4
1784979840,3
1784979900,4
1784979960,4
1784980020,4
1784980080,3
1784980140,3
1784980200,4
1784980260,4
1784980320,4
1784980380,4
1784980440,4
1784980500,4
1784980560,4
1784980620,3
1784980680,1
1784980740,1
1784980800,2
1784980860,2
1784980920,2
1784980980,2
1784981040,2
1784981100,1
1784981160,1
1784981220,1
1784981280,1
1784981340,1
1784981400,1
1784981460,1
1784981520,1
1784981580,1
1784981640,1
1784981700,1
1784981760,1
1784981820,1
1784981880,3
1784981940,3
1784982000,3
1784982060,5
1784982120,4
1784982180,4
1784982240,4
1784982300,5
1784982360,5
1784982420,5
1784982480,4
1784982540,5
1784982600,4
1784982660,4
1784982720,3
1784982780,2
1784982840,1
1784983080,1
1784983140,1
1784983200,1
1784983260,1
1784983320,2
1784983380,2
1784983440,3
1784983500,4
1784983560,2
1784983620,4
1784983680,4
1784983740,4
1784983800,4
1784983860,4
1784983920,5
1784983980,4
1784984040,4
1784984100,3
1784984160,2
1784984220,2
1784984280,1
1784984340,1
1784984400,3
1784984460,3
1784984520,2
1784984580,2
1784984640,2
1784984700,2
1784984760,3
1784984820,3
1784984880,2
1784984940,3
1784985000,2
1784985060,2
1784985120,2
1784985180,3
1784985240,3
1784985300,3
1784985360,3
1784985420,4
1784985480,3
1784985540,3
1784985600,3
1784985660,3
1784985720,4
1784985780,4
1784985840,4
1784985900,4
1784985960,6
1784986020,5
1784986080,4
1784986140,3
1784986200,3
1784986260,3
1784986320,4
1784986380,2
1784986440,3
1784986500,4
1784986560,4
1784986620,4
1784986680,4
1784986740,3
1784986800,3
1784986860,3
1784986920,4
1784986980,4
1784987040,3
1784987100,2
1784987160,2
1784987220,3
1784987280,3
1784987340,3
1784987400,3
1784987460,2
1784987520,3
1784987580,4
1784987640,4
1784987700,3
1784987760,3
1784987820,3
1784987880,3
1784987940,3
1784988000,4
1784988060,3
1784988120,3
1784988180,3
1784988240,3
1784988300,3
1784988360,4
1784988420,4
1784988480,5
1784988540,6
1784988600,7
1784988660,7
1784988720,6
1784988780,7
1784988840,6
1784988900,6
1784988960,6
1784989020,5
1784989080,6
1784989140,6
1784989200,4
1784989260,3
1784989320,3
1784989380,4
1784989440,2
1784989500,2
1784989560,2
1784989620,2
1784989680,3
1784989740,4
1784989800,4
1784989860,4
1784989920,4
1784989980,4
1784990040,5
1784990100,5
1784990160,5
1784990220,5
1784990280,4
1784990340,5
1784990400,4
1784990460,5
1784990520,4
1784990580,5
1784990640,4
1784990700,5
1784990760,5
1784990820,7
1784990880,6
1784990940,7
1784991000,7
1784991060,7
1784991120,6
1784991180,6
1784991240,4
1784991300,4
1784991360,4
1784991420,5
1784991480,5
1784991540,5
1784991600,5
1784991660,4
1784991720,3
1784991780,4
1784991840,5
1784991900,6
1784991960,5
1784992020,5
1784992080,6
1784992140,7
1784992200,7
1784992260,7
1784992320,5
1784992380,5
1784992440,5
1784992500,6
1784992560,7
1784992620,6
1784992680,5
1784992740,4
1784992800,4
1784992860,5
1784992920,6
1784992980,8
1784993040,6
1784993100,5
1784993160,6
1784993220,5
1784993280,4
1784993340,4
1784993400,3
1784993460,3
1784993520,6
1784993580,4
1784993640,6
1784993700,6
1784993760,6
1784993820,5
1784993880,5
1784993940,5
1784994000,4
1784994060,6
1784994120,6
1784994180,6
1784994240,7
1784994300,7
1784994360,7
1784994420,7
1784994480,10
1784994540,11
1784994600,12
1784994660,13
1784994720,10
1784994780,11
1784994840,11
1784994900,11
1784994960,11
1784995020,9
1784995080,7
1784995140,7
1784995200,9
1784995260,8
1784995320,8
1784995380,6
1784995440,6
1784995500,7
1784995560,6
1784995620,5
1784995680,6
1784995740,6
1784995800,6
1784995860,5
1784995920,6
1784995980,7
1784996040,7
1784996100,7
1784996160,5
1784996220,5
1784996280,5
1784996340,5
1784996400,7
1784996460,7
1784996520,8
1784996580,9
1784996640,10
1784996700,10
1784996760,9
1784996820,8
1784996880,9
1784996940,9
1784997000,8
1784997060,11
1784997120,11
1784997180,11
1784997240,11
1784997300,10
1784997360,10
1784997420,11
1784997480,9
1784997540,8
1784997600,8
1784997660,8
1784997720,8
1784997780,7
1784997840,8
1784997900,6
1784997960,7
1784998020,7
1784998080,7
1784998140,9
1784998200,11
1784998260,10
1784998320,10
1784998380,11
1784998440,12
1784998500,13
1784998560,12
1784998620,12
1784998680,12
1784998740,12
1784998800,12
1784998860,12
1784998920,10
1784998980,10
1784999040,10
1784999100,11
1784999160,11
1784999220,11
1784999280,10
1784999340,10
1784999400,10
1784999460,9
1784999520,9
1784999580,8
1784999640,8
1784999700,9
1784999760,9
1784999820,9
1784999880,7
1784999940,7
1785000000,6
1785000060,7
1785000120,9
1785000180,9
1785000240,10
1785000300,9
1785000360,9
1785000420,9
1785000480,9
1785000540,8
1785000600,7
1785000660,8
1785000720,9
1785000780,7
1785000840,6
1785000900,8
1785000960,7
1785001020,8
1785001080,9
1785001140,8
1785001200,7
1785001260,7
1785001320,8
1785001380,8
1785001440,8
1785001500,7
1785001560,5
1785001620,5
1785001680,6
1785001740,5
1785001800,5
1785001860,5
1785001920,5
1785001980,6
1785002040,5
1785002100,5
1785002160,6
1785002220,5
1785002280,6
1785002340,6
1785002400,6
1785002460,6
1785002520,6
1785002580,5
1785002640,5
1785002700,5
1785002760,5
1785002820,5
1785002880,5
1785002940,5
1785003000,5
1785003060,5
1785003120,6
1785003180,5
1785003240,4
1785003300,4
1785003360,4
1785003420,4
1785003480,3
1785003540,4
1785003600,3
1785003660,3
1785003720,3
1785003780,3
1785003840,3
1785003900,3
1785003960,3
1785004020,3
1785004080,3
1785004140,3
1785004200,3
1785004260,4
1785004320,4
1785004380,4
1785004440,4
1785004500,4
1785004560,4
1785004620,5
1785004680,4
1785004740,4
1785004800,5
1785004860,5
1785004920,5
1785004980,5
1785005040,5
1785005100,5
1785005160,5
1785005220,5
1785005280,6
1785005340,6
1785005400,6
1785005460,5
1785005520,5
1785005580,5
1785005640,6
1785005700,5
1785005760,5
1785005820,5
1785005880,5
1785005940,4
1785006000,3
1785006060,3
1785006120,3
1785006180,3
1785006240,3
1785006300,3
1785006360,3
1785006420,3
1785006480,3
1785006540,3
1785006600,3
1785006660,2
1785006720,2
1785006780,4
1785006840,4
1785006900,4
1785006960,4
1785007020,5
1785007080,4
1785007140,4
1785007200,4
1785007260,2
1785007320,2
1785007380,3
1785007440,2
1785007500,2
1785007560,2
1785007620,1
1785007680,1
1785007740,1
1785007800,1
1785007860,1
1785007920,2
1785007980,2
1785008040,2
1785008100,2
1785008160,3
1785008220,3
1785008280,3
1785008340,3
1785008400,3
1785008460,3
1785008520,3
1785008580,4
1785008640,5
1785008700,5
1785008760,5
1785008820,4
1785008880,3
1785008940,3
1785009000,3
1785009060,3
1785009120,3
1785009180,3
1785009240,3
1785009300,3
1785009360,3
1785009420,3
1785009480,3
1785009540,3
1785009600,3
1785009660,3
1785009720,3
1785009780,2
1785010020,1
1785010080,1
1785010140,1
1785010200,1
1785010260,1
1785010320,1
1785010380,1
1785010440,1
1785010500,1
1785010560,3
1785010620,2
1785010680,2
1785010740,2
1785010800,2
1785010860,2
1785010920,2
1785010980,2
1785011040,2
1785011100,2
1785011160,2
1785011220,2
1785011280,1
1785011340,2
1785011400,1
1785011460,1
1785011520,1
1785011580,1
1785011640,1
1785011700,1
1785011760,1
1785011820,1
1785011880,1
1785011940,1
1785012000,1
1785012060,1
1785012120,1
1785012180,1
1785012240,1
1785012300,1
1785012360,1
1785012420,1
1785012480,1
1785012540,1
1785012600,1
1785012660,1
1785012720,1
1785012780,1
1785012840,1
1785012900,1
1785012960,1
1785013020,1
1785013080,1
1785013140,1
1785013200,1
1785013260,1
1785013320,1
1785013380,1
1785014700,1
1785014760,1
1785014820,1
1785014880,1
1785014940,1
1785015000,1
1785015060,1
1785015120,1
1785015180,1
1785015240,1
1785015300,1
1785015360,1
1785015420,1
1785015480,1
1785015540,1
1785015600,1
1785015660,1
1785015720,1
1785015780,1
1785015840,1
1785015900,1
1785015960,1
1785016020,1
1785016500,1
1785019380,1
1785024600,1
1785024660,1
1785024720,1
1785024780,1
1785024840,2
1785024900,1
1785024960,2
1785025020,1
1785025080,1
1785025140,1
1785025200,1
1785025260,1
1785025320,1
1785025380,2
1785025440,2
1785025500,2
1785025560,3
1785025620,2
1785025680,2
1785025740,1
1785025800,2
1785025860,2
1785025920,3
1785025980,3
1785026040,3
1785026100,3
1785026160,3
1785026220,3
1785026280,3
1785026340,3
1785026400,3
1785026460,3
1785026520,3
1785026580,3
1785026640,3
1785026700,3
1785026760,3
1785026820,3
1785026880,3
1785026940,3
1785027000,1
1785027060,1
1785027120,2
1785027180,3
1785027240,2
1785027300,2
1785027360,2
1785027420,2
1785027480,2
1785027540,2
1785027600,2
1785027660,2
1785027720,2
1785027780,2
1785027840,2
1785027900,2
1785027960,4
1785028020,4
1785028080,4
1785028140,4
1785028200,4
1785028260,4
1785028320,4
1785028380,4
1785028440,3
1785028500,3
1785028560,2
1785028620,1
1785028680,2
1785028740,1
1785028800,1
1785028980,1
1785029040,1
1785029100,1
1785029160,1
1785029220,1
1785029280,1
1785029340,1
1785029400,1
1785029460,1
1785029520,1
1785029580,1
1785029640,3
1785029700,3
1785029760,3
1785029820,3
1785029880,4
1785029940,4
1785030000,4
1785030060,4
1785030120,4
1785030180,2
1785030240,2
1785030300,2
1785030360,2
1785030420,1
1785030480,1
1785031320,1
1785031380,1
1785031440,1
1785031500,1
1785031560,1
1785031740,1
1785031800,1
1785032400,1
1785032460,1
1785032520,1
1785032580,1
1785032640,1
1785032700,1
1785032760,1
1785032820,1
1785032880,1
1785032940,1
1785033000,1
1785033060,1
1785033120,1
1785033180,1
1785033240,1
1785033300,1
1785033360,1
1785033420,1
1785033480,1
1785033540,1
1785033600,1
1785033660,1
1785033720,1
1785033780,1
1785033840,1
1785033900,1
1785033960,1
1785034020,1
1785034080,1
1785034140,1
1785034200,1
1785034260,2
1785034320,2
1785034380,3
1785034440,3
1785034500,2
1785034560,1
1785034620,1
1785034680,1
1785034740,1
1785034800,1
1785034860,3
1785034920,2
1785034980,3
1785035040,4
1785035100,4
1785035160,4
1785035220,4
1785035280,4
1785035340,4
1785035400,4
1785035460,2
1785035520,1
1785035580,1
1785035640,2
1785035700,2
1785035760,2
1785035820,1
1785035880,2
1785035940,1
1785036000,2
1785036060,2
1785036120,2
1785036180,2
1785036240,2
1785036300,2
1785036360,2
1785036420,2
1785036480,2
1785036540,2
1785036600,3
1785036660,4
1785036720,4
1785036780,4
1785036840,5
1785036900,5
1785036960,5
1785037020,5
1785037080,5
1785037140,6
1785037200,8
1785037260,8
1785037320,9
1785037380,8
1785037440,6
1785037500,7
1785037560,6
1785037620,5
1785037680,5
1785037740,5
1785037800,4
1785037860,4
1785037920,3
1785037980,4
1785038040,5
1785038100,5
1785038160,5
1785038220,5
1785038280,6
1785038340,7
1785038400,7
1785038460,7
1785038520,8
1785038580,8
1785038640,8
1785038700,8
1785038760,8
1785038820,8
1785038880,8
1785038940,8
1785039000,8
1785039060,8
1785039120,7
1785039180,8
1785039240,8
1785039300,9
1785039360,9
1785039420,9
1785039480,9
1785039540,10
1785039600,10
1785039660,6
1785039720,8
1785039780,7
1785039840,7
1785039900,7
1785039960,8
1785040020,7
1785040080,7
1785040140,8
1785040200,5
1785040260,7
1785040320,6
1785040380,7
1785040440,7
1785040500,7
1785040560,7
1785040620,7
1785040680,6
1785040740,7
1785040800,9
1785040860,9
1785040920,9
1785040980,9
1785041040,9
1785041100,8
1785041160,8
1785041220,9
1785041280,7
1785041340,6
1785041400,5
1785041460,6
1785041520,6
1785041580,6
1785041640,6
1785041700,5
1785041760,7
1785041820,5
1785041880,6
1785041940,7
1785042000,7
1785042060,7
1785042120,8
1785042180,7
1785042240,7
1785042300,9
1785042360,8
1785042420,6
1785042480,7
1785042540,8
1785042600,8
1785042660,9
1785042720,9
1785042780,8
1785042840,8
1785042900,7
1785042960,5
1785043020,8
1785043080,6
1785043140,7
1785043200,8
1785043260,8
1785043320,9
1785043380,10
1785043440,12
1785043500,12
1785043560,8
1785043620,6
1785043680,9
1785043740,7
1785043800,5
1785043860,8
1785043920,7
1785043980,9
1785044040,10
1785044100,10
1785044160,9
1785044220,10
1785044280,9
1785044340,9
1785044400,11
1785044460,13
1785044520,13
1785044580,13
1785044640,14
1785044700,15
1785044760,16
1785044820,13
1785044880,10
1785044940,10
1785045000,11
1785045060,9
1785045120,11
1785045180,12
1785045240,16
1785045300,16
1785045360,14
1785045420,13
1785045480,13
1785045540,12
1785045600,12
1785045660,12
1785045720,9
1785045780,11
1785045840,13
1785045900,14
1785045960,14
1785046020,12
1785046080,15
1785046140,14
1785046200,13
1785046260,13
1785046320,12
1785046380,15
1785046440,12
1785046500,13
1785046560,15
1785046620,16
1785046680,21
1785046740,21
1785046800,22
1785046860,18
1785046920,17
1785046980,17
1785047040,18
1785047100,17
1785047160,16
1785047220,17
1785047280,17
1785047340,16
1785047400,17
1785047460,16
1785047520,17
1785047580,16
1785047640,16
1785047700,14
1785047760,17
1785047820,17
1785047880,13
1785047940,14
1785048000,15
1785048060,15
1785048120,16
1785048180,12
1785048240,13
1785048300,14
1785048360,13
1785048420,13
1785048480,13
1785048540,15
1785048600,16
1785048660,15
1785048720,15
1785048780,15
1785048840,16
1785048900,17
1785048960,15
1785049020,16
1785049080,16
1785049140,14
1785049200,14
1785049260,15
1785049320,14
1785049380,18
1785049440,15
1785049500,17
1785049560,15
1785049620,13
1785049680,12
1785049740,12
1785049800,12
1785049860,12
1785049920,11
1785049980,12
1785050040,11
1785050100,10
1785050160,11
1785050220,12
1785050280,13
1785050340,15
1785050400,15
1785050460,13
1785050520,16
1785050580,16
1785050640,16
1785050700,17
1785050760,19
1785050820,21
1785050880,20
1785050940,19
1785051000,17
1785051060,16
1785051120,17
1785051180,19
1785051240,18
1785051300,20
1785051360,18
1785051420,19
1785051480,16
1785051540,17
1785051600,19
1785051660,18
1785051720,19
1785051780,22
1785051840,20
1785051900,23
1785051960,22
1785052020,21
1785052080,22
1785052140,23
1785052200,20
1785052260,20
1785052320,21
1785052380,21
1785052440,20
1785052500,22
1785052560,21
1785052620,19
1785052680,20
1785052740,19
1785052800,17
1785052860,18
1785052920,19
1785052980,19
1785053040,22
1785053100,23
1785053160,21
1785053220,21
1785053280,22
1785053340,21
1785053400,24
1785053460,23
1785053520,23
1785053580,25
1785053640,26
1785053700,25
1785053760,24
1785053820,24
1785053880,26
1785053940,27
1785054000,27
1785054060,26
1785054120,26
1785054180,28
1785054240,29
1785054300,30
1785054360,28
1785054420,29
1785054480,33
1785054540,34
1785054600,36
1785054660,35
1785054720,39
1785054780,38
1785054840,40
1785054900,41
1785054960,35
1785055020,40
1785055080,36
1785055140,34
1785055200,37
1785055260,38
1785055320,37
1785055380,35
1785055440,34
1785055500,34
1785055560,34
1785055620,35
1785055680,30
1785055740,31
1785055800,31
1785055860,28
1785055920,25
1785055980,23
1785056040,26
1785056100,29
1785056160,32
1785056220,28
1785056280,27
1785056340,28
1785056400,29
1785056460,27
1785056520,28
1785056580,29
1785056640,28
1785056700,27
1785056760,33
1785056820,33
1785056880,33
1785056940,38
1785057000,37
1785057060,35
1785057120,35
1785057180,33
1785057240,35
1785057300,36
1785057360,35
1785057420,37
1785057480,36
1785057540,35
1785057600,34
1785057660,34
1785057720,33
1785057780,36
1785057840,37
1785057900,40
1785057960,36
1785058020,37
1785058080,43
1785058140,45
1785058200,46
1785058260,45
1785058320,47
1785058380,47
1785058440,50
1785058500,49
1785058560,49
1785058620,47
1785058680,50
1785058740,49
1785058800,52
1785058860,50
1785058920,50
1785058980,52
1785059040,49
1785059100,51
1785059160,51
1785059220,48
1785059280,49
1785059340,53
1785059400,50
1785059460,50
1785059520,53
1785059580,51
1785059640,50
1785059700,51
1785059760,52
1785059820,54
1785059880,54
1785059940,55
1785060000,58
1785060060,59
1785060120,57
1785060180,58
1785060240,62
1785060300,61
1785060360,63
1785060420,67
1785060480,71
1785060540,75
1785060600,82
1785060660,86
1785060720,83
1785060780,84
1785060840,83
1785060900,86
1785060960,94
1785061020,98
1785061080,96
1785061140,97
1785061200,97
1785061260,101
1785061320,107
1785061380,107
1785061440,104
1785061500,102
1785061560,98
1785061620,98
1785061680,99
1785061740,97
1785061800,334
1785061860,582
1785061920,751
1785061980,940
1785062040,1098
1785062100,1273
1785062160,1432
1785062220,1582
1785062280,1708
1785062340,1849
1785062400,1988
1785062460,2103
1785062520,2246
1785062580,2340
1785062640,2414
1785062700,2473
1785062760,2556
1785062820,2616
1785062880,2674
1785062940,2717
1785063000,2768
1785063060,2789
1785063120,2839
1785063180,2850
1785063240,2902
1785063300,2938
1785063360,2970
1785063420,2939
1785063480,2940
1785063540,2965
1785063600,2921
1785063660,2908
1785063720,2876
1785063780,2836
1785063840,2816
1785063900,2743
1785063960,2707
1785064020,2669
1785064080,2593
1785064140,2547
1785064200,2473
1785064260,2380
1785064320,2291
1785064380,2213
1785064440,2143
1785064500,2081
1785064560,1958
1785064620,1863
1785064680,1781
1785064740,1694
1785064800,1563
1785064860,1427
1785064920,1323
1785064980,1179
1785065040,1065
1785065100,931
1785065160,773
1785065220,623
1785065280,454
1785065340,260
1785065400,8
