geo_device_id,region,country,device_model,os_version
gd_01251,EU,DE,Galaxy A54,Android 14
gd_01252,NAM,US,Pixel 7,Android 15
gd_01253,APAC,ID,iPhone 14,iOS 17.2
gd_01254,MEA,AE,iPhone 15,iOS 17.2
gd_01255,APAC,PH,iPhone 13,iOS 18.1
gd_01256,APAC,JP,Pixel 8,Android 14
gd_01257,EU,DE,iPhone 15,iOS 18.1
gd_01258,APAC,PH,Pixel 7,Android 14
gd_01259,EU,ES,iPhone 13,iOS 17.2
gd_01260,APAC,ID,Galaxy A54,Android 12
gd_01261,NAM,US,Galaxy A54,Android 13
gd_01262,EU,UK,Pixel 7,Android 15
gd_01263,NAM,US,iPhone 15,iOS 18.1
gd_01264,LATAM,MX,iPhone 15,iOS 18.1
gd_01265,EU,FR,Pixel 8,Android 13
gd_01266,NAM,CA,iPhone 14,iOS 17.2
gd_01267,EU,ES,Redmi Note 12,Android 14
gd_01268,NAM,US,Pixel 7,Android 13
gd_01269,APAC,JP,Pixel 7,Android 13
gd_01270,APAC,JP,iPhone 13,iOS 17.5
gd_01271,NAM,US,iPhone 14,iOS 18.1
gd_01272,APAC,IN,iPhone 15,iOS 16.4
gd_01273,NAM,US,Galaxy A54,Android 14
gd_01274,LATAM,MX,iPhone 15,iOS 17.2
gd_01275,LATAM,AR,iPhone 15,iOS 18.1
gd_01276,APAC,PH,Galaxy S23,Android 14
gd_01277,EU,UK,Galaxy S23,Android 12
gd_01278,EU,UK,Galaxy A54,Android 13
gd_01279,APAC,PH,Pixel 7,Android 15
gd_01280,LATAM,BR,Galaxy S23,Android 13
gd_01281,EU,ES,iPhone 13,iOS 18.1
gd_01282,APAC,ID,iPhone 13,iOS 17.2
gd_01283,APAC,PH,Redmi Note 12,Android 12
gd_01284,EU,UK,iPhone 15,iOS 17.2
gd_01285,NAM,US,Galaxy A54,Android 13
gd_01286,EU,UK,Redmi Note 12,Android 13
gd_01287,APAC,ID,Galaxy A54,Android 14
gd_01288,MEA,NG,iPhone 13,iOS 16.4
gd_01289,EU,DE,Galaxy S23,Android 14
gd_01290,LATAM,BR,Redmi Note 12,Android 14
gd_01291,MEA,AE,iPhone 13,iOS 17.2
gd_01292,EU,ES,iPhone 14,iOS 16.4
gd_01293,NAM,CA,Pixel 8,Android 15
gd_01294,MEA,AE,iPhone 13,iOS 18.1
gd_01295,LATAM,MX,Redmi Note 12,Android 13
gd_01296,EU,ES,Galaxy S23,Android 13
gd_01297,NAM,CA,iPhone 14,iOS 17.5
gd_01298,EU,DE,Galaxy A54,Android 15
gd_01299,EU,FR,iPhone 13,iOS 17.5
gd_01300,APAC,JP,Galaxy S23,Android 12
gd_01301,MEA,ZA,Pixel 7,Android 15
gd_01302,EU,FR,Redmi Note 12,Android 12
gd_01303,NAM,US,Galaxy A54,Android 15
gd_01304,APAC,PH,iPhone 15,iOS 17.5
gd_01305,NAM,US,iPhone 15,iOS 17.5
gd_01306,NAM,CA,Pixel 7,Android 14
gd_01307,EU,ES,Pixel 7,Android 13
gd_01308,EU,DE,Redmi Note 12,Android 14
gd_01309,APAC,PH,iPhone 15,iOS 18.1
gd_01310,NAM,CA,Pixel 7,Android 14
gd_01311,APAC,PH,Pixel 7,Android 14
gd_01312,LATAM,BR,Galaxy S23,Android 12
gd_01313,LATAM,MX,Galaxy S23,Android 13
gd_01314,LATAM,BR,Pixel 8,Android 14
gd_01315,EU,DE,iPhone 13,iOS 17.2
gd_01316,APAC,ID,Pixel 7,Android 14
gd_01317,NAM,CA,iPhone 13,iOS 18.1
gd_01318,EU,DE,iPhone 15,iOS 16.4
gd_01319,EU,DE,Redmi Note 12,Android 12
gd_01320,MEA,AE,Pixel 7,Android 15
gd_01321,EU,ES,iPhone 14,iOS 16.4
gd_01322,APAC,ID,iPhone 13,iOS 18.1
gd_01323,EU,FR,Galaxy A54,Android 13
gd_01324,APAC,PH,Pixel 7,Android 12
gd_01325,NAM,CA,Pixel 8,Android 13
gd_01326,NAM,US,iPhone 15,iOS 18.1
gd_01327,APAC,PH,iPhone 14,iOS 17.5
gd_01328,LATAM,BR,iPhone 15,iOS 18.1
gd_01329,APAC,IN,Pixel 7,Android 14
gd_01330,APAC,ID,Pixel 7,Android 12
gd_01331,NAM,US,Pixel 7,Android 12
gd_01332,APAC,ID,Galaxy S23,Android 13
gd_01333,NAM,US,iPhone 13,iOS 16.4
gd_01334,MEA,NG,iPhone 14,iOS 17.2
gd_01335,NAM,US,iPhone 14,iOS 18.1
gd_01336,APAC,JP,Redmi Note 12,Android 12
gd_01337,EU,FR,iPhone 14,iOS 16.4
gd_01338,APAC,IN,Galaxy A54,Android 15
gd_01339,EU,DE,iPhone 15,iOS 17.5
gd_01340,APAC,PH,Redmi Note 12,Android 12
gd_01341,APAC,IN,Galaxy A54,Android 14
gd_01342,EU,ES,Galaxy S23,Android 15
gd_01343,NAM,CA,iPhone 13,iOS 17.2
gd_01344,EU,ES,Pixel 8,Android 15
gd_01345,APAC,IN,Galaxy S23,Android 13
gd_01346,EU,DE,Galaxy S23,Android 13
gd_01347,APAC,JP,iPhone 13,iOS 17.2
gd_01348,NAM,US,iPhone 15,iOS 16.4
gd_01349,APAC,IN,iPhone 13,iOS 17.5
gd_01350,APAC,JP,Pixel 8,Android 15
gd_01351,LATAM,AR,iPhone 13,iOS 16.4
gd_01352,APAC,PH,iPhone 13,iOS 18.1
gd_01353,NAM,CA,iPhone 15,iOS 16.4
gd_01354,EU,DE,iPhone 15,iOS 16.4
gd_01355,NAM,CA,Galaxy S23,Android 14
gd_01356,NAM,CA,Redmi Note 12,Android 12
gd_01357,MEA,AE,iPhone 13,iOS 18.1
gd_01358,NAM,CA,iPhone 15,iOS 16.4
gd_01359,MEA,NG,iPhone 15,iOS 17.2
gd_01360,NAM,US,iPhone 14,iOS 16.4
gd_01361,LATAM,AR,Pixel 8,Android 13
gd_01362,EU,DE,iPhone 15,iOS 17.5
gd_01363,APAC,PH,iPhone 13,iOS 16.4
gd_01364,MEA,ZA,Pixel 7,Android 15
gd_01365,NAM,US,iPhone 13,iOS 17.5
gd_01366,EU,DE,Galaxy S23,Android 15
gd_01367,APAC,ID,iPhone 15,iOS 16.4
gd_01368,LATAM,BR,Pixel 7,Android 14
gd_01369,NAM,CA,Galaxy A54,Android 12
gd_01370,APAC,ID,Redmi Note 12,Android 13
gd_01371,NAM,US,Galaxy S23,Android 15
gd_01372,NAM,CA,Pixel 8,Android 15
gd_01373,APAC,ID,Pixel 7,Android 13
gd_01374,EU,FR,Galaxy A54,Android 12
gd_01375,APAC,IN,Redmi Note 12,Android 14
gd_01376,MEA,AE,Redmi Note 12,Android 14
gd_01377,LATAM,AR,Pixel 7,Android 15
gd_01378,NAM,CA,iPhone 15,iOS 18.1
gd_01379,APAC,IN,iPhone 14,iOS 16.4
gd_01380,EU,FR,iPhone 14,iOS 17.2
gd_01381,APAC,PH,Galaxy S23,Android 14
gd_01382,NAM,US,Pixel 8,Android 14
gd_01383,LATAM,AR,Galaxy S23,Android 13
gd_01384,EU,UK,Pixel 8,Android 15
gd_01385,NAM,CA,iPhone 14,iOS 18.1
gd_01386,APAC,PH,iPhone 15,iOS 17.5
gd_01387,MEA,AE,Pixel 7,Android 15
gd_01388,APAC,PH,iPhone 15,iOS 16.4
gd_01389,EU,ES,Galaxy S23,Android 14
gd_01390,LATAM,BR,Pixel 8,Android 14
gd_01391,EU,ES,Pixel 8,Android 15
gd_01392,NAM,CA,Pixel 7,Android 13
gd_01393,EU,DE,Pixel 7,Android 13
gd_01394,NAM,US,iPhone 15,iOS 17.5
gd_01395,EU,ES,Galaxy A54,Android 14
gd_01396,NAM,CA,iPhone 15,iOS 17.5
gd_01397,NAM,US,iPhone 15,iOS 16.4
gd_01398,APAC,PH,Galaxy S23,Android 13
gd_01399,EU,ES,Pixel 7,Android 14
gd_01400,MEA,ZA,iPhone 14,iOS 17.5
gd_01401,LATAM,BR,Pixel 8,Android 14
gd_01402,APAC,ID,iPhone 15,iOS 18.1
gd_01403,NAM,US,Galaxy A54,Android 14
gd_01404,NAM,US,Galaxy A54,Android 14
gd_01405,EU,ES,iPhone 13,iOS 16.4
gd_01406,MEA,AE,Pixel 7,Android 12
gd_01407,EU,ES,Pixel 7,Android 12
gd_01408,LATAM,BR,Galaxy S23,Android 13
gd_01409,NAM,CA,Pixel 7,Android 15
gd_01410,NAM,US,Galaxy S23,Android 14
gd_01411,NAM,US,iPhone 13,iOS 16.4
gd_01412,NAM,US,iPhone 14,iOS 17.5
gd_01413,NAM,CA,Galaxy S23,Android 13
gd_01414,LATAM,BR,iPhone 13,iOS 17.2
gd_01415,NAM,CA,iPhone 13,iOS 18.1
gd_01416,APAC,ID,iPhone 13,iOS 17.2
gd_01417,NAM,US,Galaxy A54,Android 13
gd_01418,EU,DE,Pixel 8,Android 15
gd_01419,MEA,NG,Redmi Note 12,Android 13
gd_01420,LATAM,BR,iPhone 14,iOS 17.2
gd_01421,EU,UK,Galaxy A54,Android 12
gd_01422,NAM,US,Galaxy S23,Android 15
gd_01423,NAM,US,iPhone 15,iOS 18.1
gd_01424,NAM,US,iPhone 14,iOS 17.2
gd_01425,EU,UK,Redmi Note 12,Android 15
gd_01426,LATAM,MX,iPhone 13,iOS 16.4
gd_01427,EU,DE,iPhone 15,iOS 16.4
gd_01428,NAM,CA,Redmi Note 12,Android 12
gd_01429,APAC,JP,Galaxy A54,Android 14
gd_01430,APAC,ID,iPhone 15,iOS 17.2
gd_01431,LATAM,AR,Redmi Note 12,Android 14
gd_01432,APAC,JP,Galaxy S23,Android 13
gd_01433,LATAM,BR,iPhone 13,iOS 18.1
gd_01434,NAM,CA,iPhone 14,iOS 17.5
gd_01435,EU,FR,Redmi Note 12,Android 12
gd_01436,EU,ES,Pixel 8,Android 13
gd_01437,APAC,JP,Galaxy A54,Android 15
gd_01438,EU,ES,Redmi Note 12,Android 13
gd_01439,NAM,US,Galaxy S23,Android 14
gd_01440,LATAM,BR,Pixel 8,Android 13
gd_01441,APAC,JP,Pixel 7,Android 13
gd_01442,APAC,JP,Galaxy A54,Android 15
gd_01443,LATAM,BR,Galaxy A54,Android 15
gd_01444,LATAM,MX,iPhone 15,iOS 16.4
gd_01445,NAM,US,Galaxy A54,Android 12
gd_01446,EU,UK,iPhone 13,iOS 16.4
gd_01447,NAM,US,Pixel 7,Android 12
gd_01448,NAM,CA,Redmi Note 12,Android 13
gd_01449,EU,FR,iPhone 13,iOS 17.2
gd_01450,MEA,ZA,iPhone 15,iOS 16.4
gd_01451,APAC,PH,iPhone 14,iOS 17.2
gd_01452,MEA,AE,Redmi Note 12,Android 12
gd_01453,NAM,CA,iPhone 14,iOS 18.1
gd_01454,EU,ES,Redmi Note 12,Android 14
gd_01455,APAC,JP,Galaxy S23,Android 14
gd_01456,EU,UK,iPhone 13,iOS 17.2
gd_01457,APAC,JP,iPhone 15,iOS 16.4
gd_01458,NAM,CA,Pixel 8,Android 13
gd_01459,LATAM,BR,iPhone 14,iOS 18.1
gd_01460,EU,ES,Galaxy A54,Android 13
gd_01461,APAC,ID,iPhone 14,iOS 17.2
gd_01462,NAM,US,iPhone 15,iOS 17.2
gd_01463,EU,UK,Pixel 7,Android 13
gd_01464,LATAM,BR,Redmi Note 12,Android 13
gd_01465,LATAM,AR,iPhone 15,iOS 18.1
gd_01466,NAM,US,Galaxy A54,Android 14
gd_01467,APAC,PH,Redmi Note 12,Android 14
gd_01468,APAC,IN,Galaxy A54,Android 14
gd_01469,EU,UK,Galaxy S23,Android 12
gd_01470,NAM,CA,iPhone 15,iOS 17.5
gd_01471,LATAM,BR,iPhone 13,iOS 17.5
gd_01472,APAC,ID,iPhone 15,iOS 16.4
gd_01473,LATAM,BR,iPhone 14,iOS 18.1
gd_01474,NAM,US,iPhone 15,iOS 17.2
gd_01475,NAM,CA,Galaxy A54,Android 15
gd_01476,NAM,US,iPhone 14,iOS 18.1
gd_01477,APAC,IN,Pixel 8,Android 13
gd_01478,EU,FR,Redmi Note 12,Android 12
gd_01479,APAC,IN,Pixel 8,Android 15
gd_01480,APAC,PH,Pixel 8,Android 15
gd_01481,MEA,ZA,iPhone 15,iOS 17.2
gd_01482,NAM,CA,Pixel 7,Android 15
gd_01483,MEA,NG,iPhone 13,iOS 17.5
gd_01484,APAC,PH,Pixel 8,Android 15
gd_01485,NAM,US,Galaxy A54,Android 12
gd_01486,LATAM,AR,Galaxy A54,Android 13
gd_01487,LATAM,MX,Pixel 8,Android 15
gd_01488,MEA,AE,iPhone 15,iOS 18.1
gd_01489,NAM,CA,Galaxy S23,Android 12
gd_01490,NAM,CA,Galaxy S23,Android 13
gd_01491,MEA,NG,iPhone 14,iOS 17.5
gd_01492,LATAM,MX,iPhone 15,iOS 17.5
gd_01493,EU,ES,Redmi Note 12,Android 13
gd_01494,NAM,CA,iPhone 13,iOS 17.5
gd_01495,APAC,IN,Redmi Note 12,Android 14
gd_01496,MEA,ZA,iPhone 14,iOS 18.1
gd_01497,APAC,IN,iPhone 14,iOS 17.2
gd_01498,EU,DE,iPhone 13,iOS 16.4
gd_01499,NAM,US,iPhone 13,iOS 18.1
gd_01500,APAC,ID,Galaxy A54,Android 13
gd_01501,EU,DE,Pixel 7,Android 15
gd_01502,APAC,PH,iPhone 15,iOS 17.5
gd_01503,NAM,US,iPhone 13,iOS 17.2
gd_01504,MEA,AE,Pixel 8,Android 15
gd_01505,MEA,NG,Galaxy S23,Android 15
gd_01506,LATAM,BR,Pixel 7,Android 12
gd_01507,MEA,NG,iPhone 14,iOS 18.1
gd_01508,NAM,US,iPhone 13,iOS 18.1
gd_01509,APAC,ID,iPhone 15,iOS 18.1
gd_01510,APAC,IN,iPhone 14,iOS 17.5
gd_01511,LATAM,MX,iPhone 13,iOS 17.5
gd_01512,NAM,CA,Pixel 7,Android 14
gd_01513,LATAM,BR,iPhone 15,iOS 16.4
gd_01514,APAC,ID,iPhone 15,iOS 17.5
gd_01515,APAC,ID,iPhone 15,iOS 18.1
gd_01516,EU,FR,Galaxy A54,Android 12
gd_01517,APAC,IN,Galaxy S23,Android 14
gd_01518,APAC,PH,Pixel 7,Android 15
gd_01519,APAC,IN,iPhone 14,iOS 16.4
gd_01520,MEA,NG,iPhone 15,iOS 18.1
gd_01521,NAM,US,iPhone 15,iOS 16.4
gd_01522,LATAM,MX,iPhone 15,iOS 16.4
gd_01523,APAC,IN,Galaxy A54,Android 13
gd_01524,NAM,US,Galaxy S23,Android 15
gd_01525,APAC,ID,iPhone 15,iOS 16.4
gd_01526,NAM,US,iPhone 13,iOS 18.1
gd_01527,EU,DE,iPhone 14,iOS 17.5
gd_01528,NAM,US,iPhone 15,iOS 16.4
gd_01529,NAM,US,Pixel 8,Android 12
gd_01530,EU,ES,iPhone 13,iOS 16.4
gd_01531,NAM,CA,Pixel 8,Android 15
gd_01532,EU,FR,Galaxy A54,Android 13
gd_01533,APAC,JP,Galaxy S23,Android 14
gd_01534,NAM,CA,iPhone 13,iOS 17.5
gd_01535,EU,ES,Galaxy S23,Android 12
gd_01536,EU,UK,Pixel 7,Android 13
gd_01537,LATAM,BR,Pixel 7,Android 12
gd_01538,APAC,PH,iPhone 15,iOS 17.5
gd_01539,EU,ES,iPhone 15,iOS 17.2
gd_01540,APAC,IN,Galaxy A54,Android 13
gd_01541,LATAM,AR,iPhone 15,iOS 17.5
gd_01542,NAM,US,iPhone 15,iOS 16.4
gd_01543,NAM,US,Redmi Note 12,Android 15
gd_01544,APAC,JP,Pixel 7,Android 14
gd_01545,EU,ES,Pixel 8,Android 13
gd_01546,APAC,ID,iPhone 14,iOS 17.2
gd_01547,EU,FR,Pixel 8,Android 15
gd_01548,APAC,IN,Pixel 8,Android 13
gd_01549,APAC,PH,iPhone 13,iOS 18.1
gd_01550,EU,FR,Pixel 8,Android 15
gd_01551,NAM,CA,Galaxy A54,Android 13
gd_01552,LATAM,BR,Galaxy A54,Android 14
gd_01553,MEA,AE,Galaxy S23,Android 14
gd_01554,APAC,PH,Redmi Note 12,Android 14
gd_01555,MEA,ZA,iPhone 14,iOS 16.4
gd_01556,LATAM,AR,iPhone 13,iOS 17.5
gd_01557,EU,ES,Galaxy A54,Android 15
gd_01558,EU,DE,Redmi Note 12,Android 13
gd_01559,APAC,ID,iPhone 15,iOS 16.4
gd_01560,EU,ES,iPhone 14,iOS 18.1
gd_01561,NAM,CA,iPhone 15,iOS 16.4
gd_01562,EU,DE,Pixel 8,Android 15
gd_01563,APAC,JP,Pixel 8,Android 13
gd_01564,APAC,JP,iPhone 14,iOS 17.2
gd_01565,MEA,NG,iPhone 13,iOS 17.2
gd_01566,APAC,PH,iPhone 14,iOS 17.5
gd_01567,MEA,ZA,Pixel 7,Android 12
gd_01568,MEA,NG,Redmi Note 12,Android 12
gd_01569,APAC,PH,Galaxy S23,Android 14
gd_01570,EU,ES,iPhone 13,iOS 17.2
gd_01571,MEA,ZA,iPhone 15,iOS 17.5
gd_01572,NAM,US,Galaxy S23,Android 15
gd_01573,NAM,CA,Galaxy S23,Android 14
gd_01574,NAM,CA,Redmi Note 12,Android 13
gd_01575,APAC,IN,Pixel 7,Android 13
gd_01576,MEA,ZA,iPhone 14,iOS 17.2
gd_01577,NAM,CA,iPhone 13,iOS 18.1
gd_01578,EU,UK,Galaxy A54,Android 14
gd_01579,LATAM,AR,Galaxy S23,Android 14
gd_01580,NAM,CA,iPhone 14,iOS 17.5
gd_01581,APAC,JP,Galaxy S23,Android 12
gd_01582,EU,UK,Redmi Note 12,Android 13
gd_01583,NAM,US,iPhone 13,iOS 17.2
gd_01584,APAC,PH,Redmi Note 12,Android 13
gd_01585,APAC,JP,Redmi Note 12,Android 12
gd_01586,LATAM,MX,Redmi Note 12,Android 14
gd_01587,NAM,CA,Galaxy S23,Android 13
gd_01588,EU,UK,Galaxy A54,Android 12
gd_01589,NAM,US,Galaxy A54,Android 13
gd_01590,APAC,IN,Pixel 8,Android 12
gd_01591,APAC,PH,Galaxy S23,Android 14
gd_01592,EU,FR,iPhone 14,iOS 17.2
gd_01593,NAM,US,Galaxy A54,Android 12
gd_01594,APAC,IN,iPhone 13,iOS 16.4
gd_01595,APAC,ID,iPhone 13,iOS 18.1
gd_01596,MEA,NG,iPhone 13,iOS 18.1
gd_01597,LATAM,AR,iPhone 14,iOS 17.2
gd_01598,LATAM,MX,Galaxy A54,Android 12
gd_01599,NAM,CA,Pixel 7,Android 15
gd_01600,NAM,CA,Pixel 8,Android 12
gd_01601,APAC,PH,Pixel 8,Android 14
gd_01602,APAC,IN,Galaxy S23,Android 14
gd_01603,EU,FR,iPhone 13,iOS 16.4
gd_01604,EU,FR,iPhone 13,iOS 18.1
gd_01605,MEA,ZA,Pixel 7,Android 15
gd_01606,MEA,AE,Pixel 7,Android 14
gd_01607,NAM,US,iPhone 15,iOS 18.1
gd_01608,EU,UK,Galaxy S23,Android 12
gd_01609,NAM,US,iPhone 13,iOS 17.2
gd_01610,NAM,US,iPhone 13,iOS 17.5
gd_01611,APAC,IN,Pixel 7,Android 13
gd_01612,MEA,NG,iPhone 13,iOS 17.5
gd_01613,NAM,CA,Pixel 8,Android 15
gd_01614,EU,ES,iPhone 15,iOS 16.4
gd_01615,APAC,JP,Pixel 7,Android 14
gd_01616,APAC,ID,Galaxy S23,Android 12
gd_01617,LATAM,AR,Galaxy A54,Android 14
gd_01618,APAC,IN,iPhone 15,iOS 16.4
gd_01619,NAM,CA,iPhone 15,iOS 16.4
gd_01620,NAM,CA,Galaxy S23,Android 14
gd_01621,NAM,US,iPhone 13,iOS 17.2
gd_01622,APAC,JP,iPhone 14,iOS 18.1
gd_01623,EU,DE,iPhone 14,iOS 16.4
gd_01624,APAC,IN,Galaxy S23,Android 12
gd_01625,APAC,IN,iPhone 15,iOS 16.4
gd_01626,NAM,CA,Pixel 7,Android 13
gd_01627,NAM,US,iPhone 14,iOS 17.5
gd_01628,EU,UK,iPhone 13,iOS 18.1
gd_01629,APAC,IN,Pixel 7,Android 15
gd_01630,EU,UK,iPhone 13,iOS 16.4
gd_01631,EU,DE,iPhone 15,iOS 16.4
gd_01632,APAC,PH,Galaxy A54,Android 12
gd_01633,NAM,US,iPhone 14,iOS 16.4
gd_01634,NAM,US,Redmi Note 12,Android 12
gd_01635,NAM,CA,iPhone 13,iOS 17.5
gd_01636,EU,UK,iPhone 15,iOS 17.2
gd_01637,NAM,US,iPhone 13,iOS 17.5
gd_01638,APAC,PH,Redmi Note 12,Android 15
gd_01639,MEA,NG,iPhone 14,iOS 17.2
gd_01640,EU,FR,iPhone 13,iOS 17.2
gd_01641,MEA,ZA,Pixel 8,Android 12
gd_01642,NAM,CA,Redmi Note 12,Android 12
gd_01643,MEA,AE,Galaxy A54,Android 12
gd_01644,LATAM,BR,Pixel 8,Android 15
gd_01645,APAC,PH,iPhone 13,iOS 17.2
gd_01646,NAM,US,Galaxy S23,Android 14
gd_01647,LATAM,BR,Galaxy A54,Android 14
gd_01648,EU,UK,Pixel 8,Android 13
gd_01649,NAM,US,iPhone 13,iOS 17.2
gd_01650,LATAM,MX,iPhone 13,iOS 16.4
gd_01651,NAM,CA,Galaxy A54,Android 12
gd_01652,LATAM,BR,iPhone 13,iOS 17.5
gd_01653,NAM,CA,iPhone 14,iOS 17.2
gd_01654,LATAM,MX,Galaxy A54,Android 14
gd_01655,MEA,NG,Galaxy A54,Android 14
gd_01656,LATAM,MX,Galaxy S23,Android 12
gd_01657,APAC,IN,iPhone 15,iOS 17.5
gd_01658,APAC,ID,Pixel 7,Android 13
gd_01659,NAM,CA,iPhone 15,iOS 18.1
gd_01660,EU,FR,iPhone 15,iOS 17.2
gd_01661,APAC,IN,Pixel 8,Android 14
gd_01662,EU,UK,Redmi Note 12,Android 15
gd_01663,APAC,PH,iPhone 13,iOS 18.1
gd_01664,LATAM,BR,Pixel 7,Android 13
gd_01665,APAC,JP,iPhone 13,iOS 16.4
gd_01666,MEA,AE,Galaxy A54,Android 13
gd_01667,EU,DE,iPhone 15,iOS 16.4
gd_01668,EU,ES,iPhone 13,iOS 17.2
gd_01669,MEA,AE,iPhone 13,iOS 17.5
gd_01670,APAC,ID,iPhone 15,iOS 16.4
gd_01671,APAC,ID,Galaxy S23,Android 14
gd_01672,APAC,JP,iPhone 13,iOS 17.5
gd_01673,LATAM,AR,iPhone 15,iOS 17.5
gd_01674,APAC,JP,iPhone 13,iOS 18.1
gd_01675,APAC,IN,Pixel 8,Android 12
gd_01676,NAM,CA,iPhone 15,iOS 17.5
gd_01677,APAC,PH,iPhone 13,iOS 17.5
gd_01678,EU,FR,iPhone 13,iOS 17.5
gd_01679,NAM,US,Pixel 8,Android 13
gd_01680,NAM,US,iPhone 15,iOS 17.2
gd_01681,APAC,ID,iPhone 14,iOS 17.5
gd_01682,NAM,US,iPhone 14,iOS 17.2
gd_01683,APAC,IN,iPhone 14,iOS 16.4
gd_01684,LATAM,AR,iPhone 14,iOS 16.4
gd_01685,MEA,NG,iPhone 14,iOS 17.2
gd_01686,APAC,PH,iPhone 15,iOS 17.2
gd_01687,EU,FR,iPhone 15,iOS 17.5
gd_01688,NAM,CA,iPhone 15,iOS 17.5
gd_01689,EU,ES,iPhone 15,iOS 16.4
gd_01690,MEA,AE,iPhone 14,iOS 18.1
gd_01691,MEA,ZA,Redmi Note 12,Android 15
gd_01692,EU,DE,iPhone 13,iOS 17.2
gd_01693,EU,FR,Pixel 8,Android 14
gd_01694,EU,ES,iPhone 15,iOS 18.1
gd_01695,NAM,US,iPhone 14,iOS 17.2
gd_01696,LATAM,BR,Pixel 7,Android 15
gd_01697,EU,FR,Redmi Note 12,Android 13
gd_01698,LATAM,BR,Galaxy S23,Android 12
gd_01699,EU,ES,iPhone 14,iOS 17.5
gd_01700,EU,UK,iPhone 13,iOS 17.2
gd_01701,NAM,CA,Galaxy S23,Android 15
gd_01702,EU,ES,Pixel 7,Android 12
gd_01703,EU,ES,Redmi Note 12,Android 14
gd_01704,MEA,AE,iPhone 15,iOS 17.2
gd_01705,APAC,PH,iPhone 14,iOS 16.4
gd_01706,EU,UK,Galaxy A54,Android 13
gd_01707,LATAM,AR,Galaxy A54,Android 15
gd_01708,NAM,US,iPhone 14,iOS 18.1
gd_01709,NAM,CA,Pixel 7,Android 14
gd_01710,LATAM,MX,iPhone 14,iOS 16.4
gd_01711,APAC,ID,iPhone 14,iOS 17.5
gd_01712,NAM,US,iPhone 14,iOS 17.5
gd_01713,APAC,ID,Pixel 7,Android 14
gd_01714,APAC,IN,iPhone 14,iOS 17.5
gd_01715,NAM,US,Galaxy A54,Android 14
gd_01716,NAM,US,Galaxy A54,Android 15
gd_01717,LATAM,MX,Galaxy S23,Android 15
gd_01718,NAM,US,iPhone 15,iOS 18.1
gd_01719,EU,FR,iPhone 13,iOS 18.1
gd_01720,MEA,AE,Galaxy A54,Android 12
gd_01721,APAC,IN,Pixel 8,Android 12
gd_01722,NAM,US,Redmi Note 12,Android 14
gd_01723,NAM,CA,Pixel 8,Android 12
gd_01724,MEA,AE,Pixel 7,Android 14
gd_01725,APAC,ID,Pixel 8,Android 15
gd_01726,APAC,ID,Galaxy A54,Android 14
gd_01727,NAM,US,iPhone 15,iOS 17.2
gd_01728,LATAM,BR,iPhone 15,iOS 17.2
gd_01729,LATAM,BR,Pixel 8,Android 12
gd_01730,MEA,NG,iPhone 13,iOS 17.5
gd_01731,APAC,IN,Galaxy A54,Android 12
gd_01732,APAC,ID,Galaxy A54,Android 15
gd_01733,EU,FR,iPhone 15,iOS 18.1
gd_01734,APAC,PH,iPhone 15,iOS 17.5
gd_01735,NAM,CA,iPhone 13,iOS 17.5
gd_01736,MEA,NG,Redmi Note 12,Android 13
gd_01737,LATAM,AR,iPhone 14,iOS 17.2
gd_01738,NAM,US,Redmi Note 12,Android 14
gd_01739,EU,FR,iPhone 15,iOS 18.1
gd_01740,EU,FR,Pixel 7,Android 14
gd_01741,EU,ES,iPhone 13,iOS 18.1
gd_01742,NAM,CA,iPhone 15,iOS 18.1
gd_01743,NAM,US,Redmi Note 12,Android 13
gd_01744,APAC,PH,iPhone 15,iOS 17.5
gd_01745,NAM,US,Galaxy S23,Android 13
gd_01746,NAM,CA,iPhone 13,iOS 16.4
gd_01747,APAC,JP,Pixel 8,Android 12
gd_01748,EU,ES,iPhone 13,iOS 17.2
gd_01749,LATAM,BR,iPhone 14,iOS 17.5
gd_01750,NAM,US,Pixel 8,Android 15
gd_01751,NAM,CA,iPhone 13,iOS 18.1
gd_01752,MEA,ZA,Galaxy A54,Android 14
gd_01753,EU,FR,iPhone 13,iOS 17.5
gd_01754,NAM,US,Pixel 7,Android 13
gd_01755,LATAM,AR,iPhone 13,iOS 17.2
gd_01756,APAC,PH,iPhone 15,iOS 18.1
gd_01757,MEA,ZA,Pixel 7,Android 13
gd_01758,NAM,CA,Galaxy A54,Android 15
gd_01759,NAM,CA,iPhone 13,iOS 17.5
gd_01760,LATAM,MX,Galaxy S23,Android 13
gd_01761,NAM,US,Pixel 8,Android 12
gd_01762,NAM,CA,Pixel 7,Android 13
gd_01763,LATAM,BR,Pixel 7,Android 15
gd_01764,APAC,PH,Galaxy A54,Android 13
gd_01765,LATAM,MX,Pixel 7,Android 12
gd_01766,EU,UK,iPhone 15,iOS 17.5
gd_01767,LATAM,BR,iPhone 13,iOS 16.4
gd_01768,NAM,CA,Redmi Note 12,Android 15
gd_01769,NAM,US,Pixel 8,Android 14
gd_01770,NAM,CA,Pixel 8,Android 14
gd_01771,NAM,US,Galaxy A54,Android 14
gd_01772,EU,UK,Redmi Note 12,Android 12
gd_01773,EU,DE,iPhone 15,iOS 17.2
gd_01774,EU,DE,Pixel 7,Android 14
gd_01775,NAM,US,iPhone 15,iOS 17.2
