geo_device_id,region,country,device_model,os_version
gd_01248,LATAM,BR,iPhone 15,iOS 18.1
gd_01249,LATAM,AR,iPhone 15,iOS 17.5
gd_01250,EU,ES,iPhone 13,iOS 18.1
gd_01251,NAM,CA,iPhone 13,iOS 18.1
gd_01252,APAC,JP,Redmi Note 12,Android 14
gd_01253,NAM,CA,Redmi Note 12,Android 14
gd_01254,NAM,US,iPhone 15,iOS 17.2
gd_01255,EU,DE,iPhone 13,iOS 17.2
gd_01256,APAC,PH,Pixel 8,Android 12
gd_01257,LATAM,MX,Pixel 8,Android 13
gd_01258,LATAM,MX,Galaxy S23,Android 13
gd_01259,LATAM,BR,iPhone 15,iOS 17.5
gd_01260,APAC,ID,iPhone 15,iOS 18.1
gd_01261,APAC,JP,iPhone 13,iOS 16.4
gd_01262,NAM,US,iPhone 13,iOS 18.1
gd_01263,APAC,JP,Pixel 8,Android 13
gd_01264,NAM,CA,iPhone 13,iOS 17.5
gd_01265,NAM,US,iPhone 15,iOS 17.5
gd_01266,NAM,CA,iPhone 13,iOS 18.1
gd_01267,LATAM,AR,Redmi Note 12,Android 14
gd_01268,APAC,ID,Galaxy A54,Android 12
gd_01269,MEA,NG,Pixel 7,Android 15
gd_01270,MEA,ZA,iPhone 15,iOS 16.4
gd_01271,LATAM,BR,Galaxy S23,Android 14
gd_01272,NAM,US,iPhone 13,iOS 16.4
gd_01273,LATAM,MX,iPhone 13,iOS 17.5
gd_01274,LATAM,AR,iPhone 14,iOS 18.1
gd_01275,LATAM,MX,iPhone 13,iOS 17.2
gd_01276,NAM,CA,Galaxy S23,Android 15
gd_01277,NAM,US,Galaxy A54,Android 15
gd_01278,MEA,NG,Pixel 7,Android 12
gd_01279,NAM,US,iPhone 13,iOS 18.1
gd_01280,EU,FR,Galaxy A54,Android 14
gd_01281,EU,FR,Galaxy S23,Android 13
gd_01282,NAM,CA,iPhone 13,iOS 18.1
gd_01283,NAM,CA,Pixel 8,Android 14
gd_01284,MEA,AE,iPhone 13,iOS 17.2
gd_01285,LATAM,MX,iPhone 15,iOS 17.5
gd_01286,MEA,AE,iPhone 15,iOS 16.4
gd_01287,EU,FR,iPhone 14,iOS 16.4
gd_01288,NAM,CA,iPhone 14,iOS 17.2
gd_01289,EU,FR,Pixel 8,Android 12
gd_01290,EU,FR,Pixel 8,Android 14
gd_01291,NAM,US,Redmi Note 12,Android 12
gd_01292,LATAM,BR,iPhone 13,iOS 18.1
gd_01293,MEA,ZA,iPhone 15,iOS 17.5
gd_01294,APAC,ID,iPhone 13,iOS 16.4
gd_01295,EU,DE,Pixel 8,Android 12
gd_01296,EU,FR,iPhone 15,iOS 17.2
gd_01297,NAM,CA,Redmi Note 12,Android 14
gd_01298,NAM,CA,iPhone 15,iOS 18.1
gd_01299,APAC,PH,iPhone 13,iOS 17.5
gd_01300,EU,FR,iPhone 14,iOS 16.4
gd_01301,APAC,PH,iPhone 13,iOS 17.2
gd_01302,LATAM,AR,iPhone 13,iOS 16.4
gd_01303,NAM,US,Pixel 8,Android 13
gd_01304,NAM,CA,iPhone 13,iOS 18.1
gd_01305,NAM,CA,Pixel 7,Android 14
gd_01306,NAM,CA,Galaxy S23,Android 12
gd_01307,APAC,JP,Galaxy A54,Android 15
gd_01308,LATAM,BR,Pixel 8,Android 14
gd_01309,LATAM,BR,iPhone 14,iOS 17.2
gd_01310,APAC,IN,iPhone 15,iOS 16.4
gd_01311,EU,UK,Redmi Note 12,Android 15
gd_01312,NAM,US,iPhone 14,iOS 17.5
gd_01313,EU,ES,Pixel 8,Android 14
gd_01314,EU,DE,Galaxy A54,Android 13
gd_01315,LATAM,AR,Pixel 7,Android 13
gd_01316,EU,ES,iPhone 13,iOS 17.5
gd_01317,NAM,CA,iPhone 14,iOS 17.5
gd_01318,EU,DE,Pixel 8,Android 12
gd_01319,NAM,US,iPhone 13,iOS 16.4
gd_01320,MEA,NG,iPhone 13,iOS 17.5
gd_01321,NAM,CA,Redmi Note 12,Android 12
gd_01322,NAM,CA,iPhone 15,iOS 17.2
gd_01323,NAM,US,iPhone 15,iOS 17.5
gd_01324,LATAM,BR,Pixel 7,Android 15
gd_01325,APAC,IN,iPhone 15,iOS 17.5
gd_01326,APAC,JP,Pixel 8,Android 15
gd_01327,EU,FR,Galaxy A54,Android 15
gd_01328,NAM,US,Galaxy S23,Android 13
gd_01329,LATAM,BR,iPhone 13,iOS 17.2
gd_01330,NAM,CA,iPhone 13,iOS 17.2
gd_01331,NAM,CA,Pixel 7,Android 15
gd_01332,APAC,PH,iPhone 15,iOS 16.4
gd_01333,NAM,US,Galaxy S23,Android 12
gd_01334,NAM,CA,Galaxy A54,Android 12
gd_01335,LATAM,BR,Redmi Note 12,Android 14
gd_01336,EU,ES,Pixel 7,Android 15
gd_01337,NAM,US,iPhone 13,iOS 17.5
gd_01338,EU,DE,Pixel 7,Android 12
gd_01339,APAC,JP,Pixel 7,Android 13
gd_01340,NAM,CA,Redmi Note 12,Android 15
gd_01341,NAM,US,Galaxy A54,Android 12
gd_01342,APAC,JP,iPhone 14,iOS 16.4
gd_01343,APAC,IN,Pixel 8,Android 15
gd_01344,MEA,ZA,Galaxy S23,Android 12
gd_01345,EU,DE,iPhone 14,iOS 17.2
gd_01346,NAM,CA,iPhone 13,iOS 17.2
gd_01347,APAC,ID,iPhone 13,iOS 17.2
gd_01348,APAC,PH,Galaxy S23,Android 13
gd_01349,NAM,CA,Galaxy S23,Android 15
gd_01350,APAC,ID,iPhone 15,iOS 18.1
gd_01351,NAM,US,iPhone 14,iOS 16.4
gd_01352,LATAM,MX,Pixel 7,Android 15
gd_01353,LATAM,BR,Redmi Note 12,Android 13
gd_01354,EU,FR,Galaxy S23,Android 12
gd_01355,MEA,NG,iPhone 15,iOS 16.4
gd_01356,MEA,AE,Pixel 7,Android 15
gd_01357,NAM,US,iPhone 13,iOS 16.4
gd_01358,EU,ES,Pixel 7,Android 12
gd_01359,APAC,JP,Galaxy A54,Android 12
gd_01360,NAM,US,Pixel 8,Android 12
gd_01361,EU,UK,Galaxy A54,Android 12
gd_01362,NAM,CA,iPhone 15,iOS 18.1
gd_01363,MEA,AE,Galaxy A54,Android 12
gd_01364,EU,FR,iPhone 15,iOS 17.5
gd_01365,APAC,ID,iPhone 15,iOS 18.1
gd_01366,EU,UK,Galaxy A54,Android 13
gd_01367,NAM,US,Redmi Note 12,Android 13
gd_01368,LATAM,AR,iPhone 14,iOS 17.2
gd_01369,NAM,US,Pixel 8,Android 15
gd_01370,NAM,CA,iPhone 13,iOS 16.4
gd_01371,EU,ES,iPhone 14,iOS 17.5
gd_01372,APAC,IN,iPhone 14,iOS 17.5
gd_01373,EU,UK,iPhone 14,iOS 17.5
gd_01374,NAM,US,iPhone 13,iOS 17.5
gd_01375,EU,ES,iPhone 14,iOS 17.5
gd_01376,NAM,CA,iPhone 14,iOS 18.1
gd_01377,NAM,CA,Redmi Note 12,Android 14
gd_01378,APAC,PH,Redmi Note 12,Android 14
gd_01379,NAM,US,iPhone 14,iOS 17.5
gd_01380,EU,UK,iPhone 15,iOS 17.5
gd_01381,APAC,ID,Pixel 8,Android 13
gd_01382,APAC,JP,iPhone 15,iOS 16.4
gd_01383,NAM,US,iPhone 15,iOS 18.1
gd_01384,EU,UK,iPhone 13,iOS 17.2
gd_01385,NAM,CA,Galaxy A54,Android 12
gd_01386,MEA,ZA,iPhone 14,iOS 16.4
gd_01387,NAM,CA,Pixel 8,Android 14
gd_01388,NAM,CA,iPhone 14,iOS 17.5
gd_01389,EU,FR,Redmi Note 12,Android 12
gd_01390,NAM,CA,Redmi Note 12,Android 12
gd_01391,NAM,US,iPhone 14,iOS 18.1
gd_01392,NAM,CA,iPhone 14,iOS 18.1
gd_01393,APAC,PH,iPhone 14,iOS 17.5
gd_01394,APAC,PH,Galaxy A54,Android 14
gd_01395,APAC,IN,Galaxy S23,Android 12
gd_01396,LATAM,BR,iPhone 14,iOS 17.2
gd_01397,EU,UK,iPhone 15,iOS 17.5
gd_01398,MEA,NG,iPhone 14,iOS 18.1
gd_01399,APAC,ID,Pixel 8,Android 14
gd_01400,LATAM,MX,Pixel 8,Android 15
gd_01401,APAC,ID,iPhone 13,iOS 18.1
gd_01402,EU,FR,iPhone 14,iOS 18.1
gd_01403,EU,ES,iPhone 14,iOS 17.2
gd_01404,EU,DE,Pixel 7,Android 12
gd_01405,NAM,CA,iPhone 15,iOS 17.2
gd_01406,EU,DE,Pixel 8,Android 14
gd_01407,NAM,US,Pixel 7,Android 12
gd_01408,NAM,US,iPhone 15,iOS 17.2
gd_01409,MEA,AE,Pixel 8,Android 15
gd_01410,APAC,JP,Galaxy A54,Android 14
gd_01411,APAC,PH,iPhone 15,iOS 17.5
gd_01412,EU,ES,iPhone 15,iOS 16.4
gd_01413,APAC,JP,iPhone 15,iOS 17.5
gd_01414,LATAM,MX,iPhone 14,iOS 18.1
gd_01415,APAC,IN,iPhone 14,iOS 18.1
gd_01416,APAC,PH,Galaxy A54,Android 14
gd_01417,EU,DE,Pixel 8,Android 15
gd_01418,EU,ES,Redmi Note 12,Android 13
gd_01419,APAC,JP,Galaxy S23,Android 14
gd_01420,MEA,NG,iPhone 14,iOS 17.2
gd_01421,EU,ES,iPhone 15,iOS 17.2
gd_01422,EU,FR,Pixel 7,Android 15
gd_01423,EU,FR,Galaxy S23,Android 12
gd_01424,EU,UK,iPhone 15,iOS 17.2
gd_01425,MEA,ZA,Galaxy A54,Android 14
gd_01426,APAC,JP,iPhone 13,iOS 17.2
gd_01427,EU,FR,Pixel 7,Android 14
gd_01428,EU,FR,Pixel 7,Android 15
gd_01429,EU,DE,iPhone 15,iOS 18.1
gd_01430,NAM,CA,Pixel 8,Android 13
gd_01431,APAC,PH,Pixel 7,Android 13
gd_01432,LATAM,BR,Galaxy S23,Android 15
gd_01433,APAC,ID,Redmi Note 12,Android 12
gd_01434,NAM,CA,iPhone 13,iOS 17.5
gd_01435,APAC,IN,iPhone 13,iOS 17.2
gd_01436,APAC,ID,iPhone 13,iOS 17.5
gd_01437,NAM,US,iPhone 13,iOS 16.4
gd_01438,APAC,JP,Pixel 8,Android 13
gd_01439,APAC,ID,iPhone 13,iOS 17.5
gd_01440,LATAM,AR,Galaxy A54,Android 13
gd_01441,NAM,US,iPhone 13,iOS 16.4
gd_01442,NAM,US,iPhone 14,iOS 17.5
gd_01443,EU,FR,iPhone 14,iOS 18.1
gd_01444,NAM,US,iPhone 14,iOS 16.4
gd_01445,EU,ES,Galaxy A54,Android 14
gd_01446,LATAM,AR,Galaxy S23,Android 12
gd_01447,NAM,CA,Redmi Note 12,Android 14
gd_01448,EU,DE,Pixel 7,Android 14
gd_01449,MEA,AE,iPhone 14,iOS 16.4
gd_01450,APAC,PH,Pixel 8,Android 14
gd_01451,EU,UK,iPhone 14,iOS 16.4
gd_01452,APAC,ID,Pixel 7,Android 14
gd_01453,NAM,US,Pixel 8,Android 13
gd_01454,NAM,US,Redmi Note 12,Android 14
gd_01455,APAC,ID,iPhone 15,iOS 18.1
gd_01456,EU,FR,iPhone 14,iOS 17.2
gd_01457,EU,UK,iPhone 13,iOS 17.2
gd_01458,NAM,CA,iPhone 14,iOS 16.4
gd_01459,LATAM,AR,Pixel 8,Android 14
gd_01460,NAM,US,Pixel 8,Android 12
gd_01461,APAC,PH,iPhone 13,iOS 17.2
gd_01462,EU,DE,iPhone 13,iOS 16.4
gd_01463,APAC,IN,iPhone 13,iOS 16.4
gd_01464,NAM,US,iPhone 13,iOS 17.5
gd_01465,NAM,CA,Galaxy S23,Android 13
gd_01466,APAC,PH,Redmi Note 12,Android 15
gd_01467,APAC,JP,Pixel 7,Android 12
gd_01468,NAM,CA,Pixel 7,Android 15
gd_01469,EU,DE,iPhone 13,iOS 18.1
gd_01470,EU,ES,iPhone 14,iOS 17.5
gd_01471,NAM,CA,Redmi Note 12,Android 13
gd_01472,APAC,IN,iPhone 13,iOS 17.2
gd_01473,NAM,US,Pixel 7,Android 15
gd_01474,APAC,ID,Pixel 7,Android 14
gd_01475,NAM,US,iPhone 14,iOS 16.4
gd_01476,EU,DE,iPhone 14,iOS 17.2
gd_01477,EU,ES,Pixel 8,Android 13
gd_01478,EU,UK,Pixel 8,Android 13
gd_01479,EU,FR,iPhone 15,iOS 17.2
gd_01480,LATAM,AR,Pixel 8,Android 13
gd_01481,EU,DE,iPhone 15,iOS 18.1
gd_01482,LATAM,AR,Galaxy A54,Android 13
gd_01483,NAM,US,iPhone 13,iOS 18.1
gd_01484,EU,DE,iPhone 13,iOS 18.1
gd_01485,NAM,CA,iPhone 15,iOS 18.1
gd_01486,EU,FR,iPhone 15,iOS 17.2
gd_01487,APAC,ID,iPhone 14,iOS 17.2
gd_01488,LATAM,AR,iPhone 13,iOS 17.2
gd_01489,APAC,PH,Pixel 8,Android 14
gd_01490,APAC,PH,iPhone 15,iOS 18.1
gd_01491,NAM,CA,iPhone 15,iOS 18.1
gd_01492,NAM,US,Pixel 7,Android 14
gd_01493,LATAM,MX,Galaxy A54,Android 15
gd_01494,NAM,US,iPhone 13,iOS 17.2
gd_01495,NAM,CA,iPhone 13,iOS 17.5
gd_01496,MEA,NG,iPhone 14,iOS 18.1
gd_01497,MEA,AE,Pixel 8,Android 14
gd_01498,APAC,JP,Galaxy A54,Android 13
gd_01499,EU,ES,Pixel 7,Android 12
gd_01500,LATAM,BR,iPhone 15,iOS 17.2
gd_01501,NAM,US,iPhone 14,iOS 18.1
gd_01502,EU,FR,iPhone 13,iOS 16.4
gd_01503,EU,UK,Redmi Note 12,Android 13
gd_01504,MEA,NG,Galaxy S23,Android 15
gd_01505,MEA,ZA,Galaxy S23,Android 14
gd_01506,APAC,PH,iPhone 13,iOS 17.5
gd_01507,NAM,CA,iPhone 15,iOS 18.1
gd_01508,EU,ES,Redmi Note 12,Android 15
gd_01509,NAM,CA,iPhone 13,iOS 18.1
gd_01510,LATAM,MX,Redmi Note 12,Android 14
gd_01511,NAM,CA,Galaxy A54,Android 12
gd_01512,NAM,US,iPhone 14,iOS 18.1
gd_01513,APAC,JP,Redmi Note 12,Android 12
gd_01514,EU,ES,iPhone 14,iOS 17.2
gd_01515,LATAM,BR,iPhone 15,iOS 18.1
gd_01516,NAM,US,iPhone 13,iOS 17.5
gd_01517,LATAM,BR,Pixel 7,Android 14
gd_01518,NAM,CA,Galaxy S23,Android 12
gd_01519,NAM,CA,iPhone 13,iOS 18.1
gd_01520,EU,UK,Redmi Note 12,Android 14
gd_01521,NAM,CA,iPhone 13,iOS 18.1
gd_01522,APAC,ID,Galaxy A54,Android 15
gd_01523,NAM,CA,Galaxy A54,Android 12
gd_01524,NAM,US,Redmi Note 12,Android 15
gd_01525,APAC,IN,Redmi Note 12,Android 15
gd_01526,NAM,US,iPhone 15,iOS 17.5
gd_01527,APAC,ID,iPhone 14,iOS 17.5
gd_01528,APAC,ID,Galaxy A54,Android 14
gd_01529,NAM,CA,iPhone 13,iOS 17.2
gd_01530,APAC,ID,Galaxy S23,Android 14
gd_01531,NAM,US,iPhone 13,iOS 17.2
gd_01532,EU,FR,Pixel 8,Android 14
gd_01533,NAM,US,Galaxy S23,Android 13
gd_01534,LATAM,MX,Pixel 7,Android 12
gd_01535,APAC,JP,iPhone 14,iOS 18.1
gd_01536,APAC,ID,Galaxy S23,Android 13
gd_01537,MEA,AE,iPhone 13,iOS 18.1
gd_01538,EU,DE,iPhone 14,iOS 18.1
gd_01539,LATAM,AR,iPhone 15,iOS 17.2
gd_01540,APAC,ID,iPhone 14,iOS 17.2
gd_01541,MEA,NG,Pixel 7,Android 15
gd_01542,LATAM,MX,Galaxy S23,Android 13
gd_01543,MEA,NG,iPhone 14,iOS 18.1
gd_01544,NAM,US,Galaxy A54,Android 14
gd_01545,LATAM,BR,Galaxy S23,Android 12
gd_01546,LATAM,AR,Pixel 7,Android 12
gd_01547,APAC,ID,iPhone 13,iOS 16.4
gd_01548,EU,DE,Pixel 8,Android 12
gd_01549,MEA,NG,iPhone 14,iOS 16.4
gd_01550,NAM,US,Galaxy A54,Android 13
gd_01551,EU,DE,iPhone 15,iOS 16.4
gd_01552,APAC,JP,Pixel 8,Android 12
gd_01553,NAM,CA,iPhone 14,iOS 17.5
gd_01554,APAC,PH,iPhone 13,iOS 17.2
gd_01555,NAM,CA,iPhone 15,iOS 18.1
gd_01556,APAC,IN,iPhone 14,iOS 17.2
gd_01557,LATAM,BR,iPhone 14,iOS 17.2
gd_01558,EU,FR,Galaxy S23,Android 15
gd_01559,APAC,JP,iPhone 13,iOS 17.5
gd_01560,NAM,US,iPhone 13,iOS 18.1
gd_01561,LATAM,AR,iPhone 15,iOS 16.4
gd_01562,MEA,NG,iPhone 13,iOS 17.5
gd_01563,NAM,US,iPhone 15,iOS 17.5
gd_01564,APAC,PH,Pixel 7,Android 13
gd_01565,APAC,ID,iPhone 13,iOS 16.4
gd_01566,APAC,ID,Redmi Note 12,Android 15
gd_01567,APAC,JP,iPhone 15,iOS 17.2
gd_01568,EU,UK,Redmi Note 12,Android 13
gd_01569,APAC,IN,iPhone 15,iOS 16.4
gd_01570,NAM,CA,Galaxy S23,Android 14
gd_01571,EU,DE,Pixel 7,Android 13
gd_01572,LATAM,BR,Galaxy S23,Android 14
gd_01573,NAM,CA,Galaxy S23,Android 15
gd_01574,APAC,IN,Galaxy A54,Android 14
gd_01575,NAM,CA,Pixel 7,Android 12
gd_01576,LATAM,BR,Pixel 7,Android 14
gd_01577,APAC,JP,iPhone 14,iOS 16.4
gd_01578,EU,DE,Redmi Note 12,Android 13
gd_01579,NAM,CA,Redmi Note 12,Android 15
gd_01580,EU,FR,iPhone 14,iOS 18.1
gd_01581,MEA,NG,Pixel 8,Android 15
gd_01582,APAC,IN,Galaxy S23,Android 12
gd_01583,EU,DE,iPhone 14,iOS 18.1
gd_01584,APAC,PH,iPhone 14,iOS 17.5
gd_01585,EU,UK,iPhone 13,iOS 16.4
gd_01586,EU,ES,Pixel 8,Android 15
gd_01587,EU,ES,Galaxy S23,Android 13
gd_01588,NAM,CA,iPhone 15,iOS 18.1
gd_01589,APAC,IN,Redmi Note 12,Android 15
gd_01590,LATAM,AR,iPhone 15,iOS 17.2
gd_01591,LATAM,AR,Pixel 8,Android 14
gd_01592,LATAM,BR,iPhone 14,iOS 18.1
gd_01593,EU,FR,Galaxy S23,Android 12
gd_01594,EU,UK,iPhone 15,iOS 16.4
gd_01595,APAC,ID,Pixel 8,Android 12
gd_01596,MEA,ZA,Redmi Note 12,Android 13
gd_01597,APAC,JP,Galaxy A54,Android 15
gd_01598,EU,FR,iPhone 14,iOS 17.5
gd_01599,APAC,JP,iPhone 15,iOS 16.4
gd_01600,APAC,JP,iPhone 15,iOS 16.4
gd_01601,MEA,NG,iPhone 15,iOS 17.2
gd_01602,APAC,IN,iPhone 15,iOS 17.5
gd_01603,EU,UK,Pixel 8,Android 14
gd_01604,EU,UK,iPhone 14,iOS 17.2
gd_01605,EU,ES,iPhone 14,iOS 17.2
gd_01606,EU,UK,iPhone 15,iOS 16.4
gd_01607,MEA,ZA,iPhone 14,iOS 18.1
gd_01608,APAC,IN,Redmi Note 12,Android 12
gd_01609,EU,ES,iPhone 15,iOS 17.5
gd_01610,EU,FR,iPhone 14,iOS 18.1
gd_01611,APAC,PH,iPhone 14,iOS 17.2
gd_01612,APAC,IN,Galaxy A54,Android 14
gd_01613,NAM,US,iPhone 15,iOS 16.4
gd_01614,LATAM,MX,iPhone 13,iOS 17.2
gd_01615,EU,UK,Pixel 8,Android 12
gd_01616,EU,ES,Pixel 8,Android 14
gd_01617,NAM,CA,iPhone 13,iOS 18.1
gd_01618,APAC,IN,iPhone 15,iOS 16.4
gd_01619,APAC,PH,Redmi Note 12,Android 12
gd_01620,LATAM,MX,iPhone 14,iOS 17.5
gd_01621,NAM,US,iPhone 13,iOS 17.5
gd_01622,MEA,NG,Pixel 8,Android 15
gd_01623,APAC,JP,Redmi Note 12,Android 15
gd_01624,EU,UK,iPhone 13,iOS 17.5
gd_01625,NAM,CA,Galaxy A54,Android 12
gd_01626,EU,FR,Galaxy S23,Android 12
gd_01627,LATAM,BR,Redmi Note 12,Android 15
gd_01628,EU,FR,Galaxy S23,Android 15
gd_01629,EU,FR,iPhone 14,iOS 17.5
gd_01630,APAC,ID,iPhone 15,iOS 16.4
gd_01631,LATAM,MX,iPhone 15,iOS 16.4
gd_01632,APAC,PH,iPhone 14,iOS 16.4
gd_01633,APAC,IN,Galaxy A54,Android 14
gd_01634,NAM,CA,Redmi Note 12,Android 13
gd_01635,LATAM,AR,Galaxy S23,Android 14
gd_01636,EU,ES,iPhone 15,iOS 17.2
gd_01637,NAM,US,iPhone 14,iOS 16.4
gd_01638,MEA,ZA,iPhone 14,iOS 17.2
gd_01639,NAM,CA,Pixel 7,Android 13
gd_01640,NAM,US,iPhone 15,iOS 16.4
gd_01641,APAC,JP,Pixel 8,Android 13
gd_01642,EU,FR,Redmi Note 12,Android 15
gd_01643,NAM,CA,iPhone 15,iOS 17.2
gd_01644,APAC,JP,Redmi Note 12,Android 13
gd_01645,APAC,ID,Pixel 8,Android 12
gd_01646,LATAM,MX,Galaxy A54,Android 15
gd_01647,NAM,US,iPhone 15,iOS 17.2
gd_01648,APAC,JP,iPhone 14,iOS 17.2
gd_01649,LATAM,AR,iPhone 14,iOS 16.4
gd_01650,NAM,CA,Galaxy S23,Android 13
gd_01651,NAM,CA,Pixel 8,Android 14
gd_01652,NAM,US,iPhone 14,iOS 16.4
gd_01653,APAC,PH,iPhone 15,iOS 18.1
gd_01654,NAM,US,Pixel 8,Android 13
gd_01655,APAC,ID,Pixel 7,Android 14
gd_01656,MEA,ZA,Pixel 7,Android 15
gd_01657,NAM,US,Galaxy S23,Android 13
gd_01658,APAC,JP,Pixel 8,Android 15
gd_01659,NAM,US,Galaxy S23,Android 15
gd_01660,NAM,US,Redmi Note 12,Android 15
gd_01661,APAC,PH,iPhone 13,iOS 18.1
gd_01662,EU,ES,iPhone 13,iOS 18.1
gd_01663,MEA,AE,iPhone 13,iOS 18.1
gd_01664,APAC,ID,Galaxy S23,Android 15
gd_01665,NAM,CA,iPhone 15,iOS 17.5
gd_01666,EU,ES,Pixel 7,Android 14
gd_01667,NAM,US,Pixel 7,Android 13
gd_01668,LATAM,BR,iPhone 13,iOS 16.4
gd_01669,APAC,ID,iPhone 15,iOS 18.1
gd_01670,EU,DE,iPhone 13,iOS 17.2
gd_01671,APAC,JP,Galaxy A54,Android 13
gd_01672,APAC,IN,iPhone 14,iOS 18.1
gd_01673,LATAM,MX,iPhone 13,iOS 17.5
gd_01674,NAM,US,iPhone 14,iOS 16.4
gd_01675,NAM,CA,iPhone 13,iOS 17.2
gd_01676,NAM,CA,Galaxy S23,Android 14
gd_01677,EU,UK,Pixel 7,Android 14
gd_01678,EU,ES,iPhone 15,iOS 17.5
gd_01679,NAM,CA,Galaxy A54,Android 14
gd_01680,EU,FR,Pixel 7,Android 12
gd_01681,EU,UK,iPhone 14,iOS 17.5
gd_01682,NAM,US,iPhone 14,iOS 18.1
gd_01683,MEA,NG,Pixel 7,Android 13
gd_01684,APAC,ID,Galaxy A54,Android 15
gd_01685,EU,FR,iPhone 14,iOS 18.1
gd_01686,APAC,PH,iPhone 13,iOS 17.5
gd_01687,EU,DE,Galaxy S23,Android 14
gd_01688,LATAM,MX,Galaxy A54,Android 12
gd_01689,APAC,PH,iPhone 14,iOS 18.1
gd_01690,EU,UK,iPhone 15,iOS 18.1
gd_01691,MEA,AE,Pixel 7,Android 12
gd_01692,LATAM,AR,iPhone 15,iOS 17.2
gd_01693,LATAM,BR,iPhone 13,iOS 16.4
gd_01694,NAM,US,Galaxy A54,Android 13
gd_01695,NAM,US,iPhone 14,iOS 17.2
gd_01696,APAC,IN,Pixel 7,Android 12
gd_01697,EU,UK,Galaxy A54,Android 14
gd_01698,APAC,ID,iPhone 14,iOS 17.2
gd_01699,APAC,PH,iPhone 14,iOS 18.1
gd_01700,EU,UK,Pixel 8,Android 15
gd_01701,EU,FR,iPhone 13,iOS 16.4
gd_01702,EU,DE,Galaxy A54,Android 14
gd_01703,EU,ES,iPhone 13,iOS 17.2
gd_01704,APAC,ID,Redmi Note 12,Android 15
gd_01705,APAC,PH,iPhone 15,iOS 18.1
gd_01706,EU,DE,iPhone 15,iOS 16.4
gd_01707,APAC,PH,Pixel 7,Android 13
gd_01708,APAC,PH,iPhone 14,iOS 17.2
gd_01709,APAC,ID,iPhone 14,iOS 17.5
gd_01710,NAM,CA,Redmi Note 12,Android 12
gd_01711,APAC,IN,Galaxy S23,Android 13
gd_01712,APAC,ID,iPhone 15,iOS 18.1
gd_01713,NAM,US,Pixel 8,Android 14
gd_01714,APAC,PH,iPhone 15,iOS 18.1
gd_01715,LATAM,AR,iPhone 14,iOS 17.5
gd_01716,NAM,CA,iPhone 15,iOS 17.5
gd_01717,APAC,PH,Pixel 8,Android 14
gd_01718,MEA,NG,Pixel 8,Android 13
gd_01719,LATAM,AR,iPhone 14,iOS 17.2
gd_01720,EU,FR,Galaxy S23,Android 14
gd_01721,APAC,IN,iPhone 13,iOS 18.1
gd_01722,MEA,NG,iPhone 14,iOS 17.5
gd_01723,APAC,IN,iPhone 14,iOS 16.4
gd_01724,NAM,US,Pixel 7,Android 15
gd_01725,NAM,CA,iPhone 14,iOS 16.4
gd_01726,LATAM,BR,Galaxy A54,Android 15
gd_01727,EU,UK,iPhone 13,iOS 16.4
gd_01728,NAM,CA,Redmi Note 12,Android 12
gd_01729,EU,FR,iPhone 14,iOS 16.4
gd_01730,APAC,IN,iPhone 13,iOS 18.1
gd_01731,EU,DE,Galaxy A54,Android 14
gd_01732,LATAM,BR,Redmi Note 12,Android 12
gd_01733,APAC,ID,Redmi Note 12,Android 12
gd_01734,MEA,ZA,iPhone 15,iOS 16.4
gd_01735,LATAM,AR,Pixel 8,Android 15
gd_01736,NAM,US,iPhone 13,iOS 18.1
gd_01737,APAC,PH,Pixel 8,Android 12
gd_01738,NAM,US,Redmi Note 12,Android 15
gd_01739,MEA,NG,Pixel 8,Android 13
gd_01740,NAM,CA,Pixel 8,Android 13
gd_01741,APAC,ID,iPhone 15,iOS 17.2
gd_01742,LATAM,AR,iPhone 13,iOS 18.1
gd_01743,NAM,US,Galaxy S23,Android 12
gd_01744,LATAM,MX,iPhone 13,iOS 17.2
gd_01745,NAM,CA,iPhone 13,iOS 18.1
gd_01746,EU,FR,Galaxy S23,Android 14
gd_01747,EU,FR,Galaxy A54,Android 15
gd_01748,EU,ES,Pixel 8,Android 14
gd_01749,APAC,ID,Pixel 7,Android 15
gd_01750,MEA,ZA,Galaxy A54,Android 15
gd_01751,EU,FR,iPhone 14,iOS 17.2
gd_01752,APAC,JP,Galaxy A54,Android 14
gd_01753,LATAM,BR,Galaxy S23,Android 12
gd_01754,LATAM,AR,Galaxy A54,Android 14
gd_01755,NAM,US,Galaxy A54,Android 13
gd_01756,MEA,ZA,iPhone 15,iOS 16.4
gd_01757,NAM,CA,Galaxy A54,Android 12
gd_01758,APAC,JP,Galaxy S23,Android 14
gd_01759,APAC,JP,iPhone 13,iOS 16.4
gd_01760,LATAM,MX,Galaxy S23,Android 12
gd_01761,NAM,US,Galaxy A54,Android 13
gd_01762,NAM,CA,iPhone 14,iOS 18.1
gd_01763,APAC,ID,Galaxy S23,Android 14
gd_01764,NAM,CA,iPhone 14,iOS 17.2
gd_01765,EU,ES,iPhone 13,iOS 17.5
gd_01766,APAC,IN,Galaxy S23,Android 15
gd_01767,APAC,JP,Redmi Note 12,Android 12
gd_01768,NAM,US,iPhone 15,iOS 17.2
gd_01769,EU,FR,iPhone 15,iOS 16.4
gd_01770,MEA,AE,Galaxy A54,Android 12
